text,label,label_encoded,text_length,word_count
"Today, completed my project on time. feeling accomplished! Made progress on my goals today. Feeling motivated.",low_stress,0,110,16
"Lately, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,72,13
"This month, made progress on my goals today. feeling motivated. Enjoying my new hobby. It's very relaxing.",low_stress,0,106,17
"This month, everyone would be happier if i wasn't around.",crisis,2,57,10
"Yesterday, can't stop thinking about ending everything.",crisis,2,55,7
"Lately, i want to disappear. nobody would even notice.",crisis,2,54,9
Looking forward to the vacation next month.,low_stress,0,43,7
Grateful for the support from my colleagues.,low_stress,0,44,7
Feeling positive about the future.,low_stress,0,34,5
looking forward to the vacation next month.,low_stress,0,43,7
Had a good conversation with my family today. Had a nice dinner with friends. Good times!,low_stress,0,89,16
Had a nice dinner with friends. Good times! Had a restful sleep last night. Feeling refreshed.,low_stress,0,94,16
Had a nice dinner with friends. Good times! Feeling positive about the future.,low_stress,0,78,13
Feeling burned out. Everything feels like too much.,high_stress,1,51,8
"This week, having trouble managing my emotions lately.",high_stress,1,54,8
"This week, had a productive workout session this morning.",low_stress,0,57,9
Having trouble managing my emotions lately.,high_stress,1,43,6
I want to disappear. Nobody would even notice.,crisis,2,46,8
Can't handle the pain anymore. Need it to stop.,crisis,2,47,9
"This month, struggling to keep up with everything. feeling exhausted.",high_stress,1,69,10
"This week, completed my project on time. feeling accomplished!",low_stress,0,62,9
Excited about the weekend plans with friends.,low_stress,0,45,7
"This month, had a difficult conversation today. still feeling tense. Feeling burned out. Everything feels like too much.",high_stress,1,120,18
I don't see a way out of this situation anymore. I'm going to end it all soon. Made my decision.,crisis,2,96,20
Feeling like there's no point in continuing.,crisis,2,44,7
I want to disappear. Nobody would even notice.,crisis,2,46,8
"This month, feeling anxious about the upcoming presentation.",high_stress,1,60,8
"Today, grateful for the support from my colleagues.",low_stress,0,51,8
"This month, had a productive workout session this morning.",low_stress,0,58,9
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
"Lately, anxiety has been high this week. hard to relax.",high_stress,1,55,10
work has been really overwhelming lately. so many deadlines.,high_stress,1,60,9
"Today, looking forward to the vacation next month. Completed my project on time. Feeling accomplished!",low_stress,0,102,15
Work has been really overwhelming lately. So many deadlines.,high_stress,1,60,9
"This month, feeling overwhelmed by responsibilities. Haven't been sleeping well. Mind keeps racing at night.",high_stress,1,108,15
"Lately, i'm a burden to everyone. they'd be better off without me. I've been planning to hurt myself. Can't take it anymore.",crisis,2,124,22
"Yesterday, feeling overwhelmed by responsibilities. Worried about my health. Need to see a doctor soon.",high_stress,1,103,15
Enjoying my new hobby. It's very relaxing.,low_stress,0,42,7
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
"This week, i've been planning to hurt myself. can't take it anymore. Feeling like there's no point in continuing.",crisis,2,113,19
"This month, can't handle the pain anymore. need it to stop.",crisis,2,59,11
"Yesterday, just finished a nice walk in the park. the weather is beautiful.",low_stress,0,75,13
"Recently, had a great day at work today. feeling productive and happy.",low_stress,0,70,12
"This week, just finished a nice walk in the park. the weather is beautiful. Finished reading a great book. Highly recommend it.",low_stress,0,127,22
Can't stop thinking about ending everything.,crisis,2,44,6
Had a restful sleep last night. Feeling refreshed.,low_stress,0,50,8
"Recently, life feels meaningless. i don't want to be here.",crisis,2,58,10
Had a great day at work today. Feeling productive and happy. Had a great day at work today. Feeling productive and happy.,low_stress,0,121,22
"This month, feeling anxious about the upcoming presentation.",high_stress,1,60,8
Having trouble managing my emotions lately.,high_stress,1,43,6
Excited about the weekend plans with friends.,low_stress,0,45,7
"Lately, feeling isolated. haven't seen friends in weeks.",high_stress,1,56,8
"Today, i'm a burden to everyone. they'd be better off without me.",crisis,2,65,12
"Today, enjoying my new hobby. it's very relaxing.",low_stress,0,49,8
"This month, had a great day at work today. feeling productive and happy.",low_stress,0,72,13
"This week, haven't been sleeping well. mind keeps racing at night.",high_stress,1,66,11
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
Looking forward to the vacation next month.,low_stress,0,43,7
Worried about my health. Need to see a doctor soon. Struggling to keep up with everything. Feeling exhausted.,high_stress,1,109,18
Just finished a nice walk in the park. The weather is beautiful. Made progress on my goals today. Feeling motivated.,low_stress,0,116,20
"This month, life feels meaningless. i don't want to be here. Life feels meaningless. I don't want to be here.",crisis,2,109,20
Feeling anxious about the upcoming presentation.,high_stress,1,48,6
Just finished a nice walk in the park. The weather is beautiful.,low_stress,0,64,12
"Lately, the darkness is overwhelming. i see no light ahead. Life feels meaningless. I don't want to be here.",crisis,2,108,19
"This month, work has been really overwhelming lately. so many deadlines.",high_stress,1,72,11
"Today, can't seem to focus on anything. mind is all over the place.",high_stress,1,67,13
I've been planning to hurt myself. Can't take it anymore. Everyone would be happier if I wasn't around.,crisis,2,103,18
"This month, made progress on my goals today. feeling motivated. Completed my project on time. Feeling accomplished!",low_stress,0,115,17
"Yesterday, i don't see a way out of this situation anymore. Can't stop thinking about ending everything.",crisis,2,104,17
"Recently, everyone would be happier if i wasn't around.",crisis,2,55,9
"This month, had a restful sleep last night. feeling refreshed. Feeling content with life right now.",low_stress,0,99,16
The pain is unbearable. I don't want to feel this way anymore.,crisis,2,62,12
Had a great day at work today. Feeling productive and happy.,low_stress,0,60,11
Feeling overwhelmed by responsibilities.,high_stress,1,40,4
"Recently, grateful for the support from my colleagues.",low_stress,0,54,8
Completed my project on time. Feeling accomplished!,low_stress,0,51,7
Looking forward to the vacation next month. Had a good conversation with my family today.,low_stress,0,89,15
Feeling positive about the future.,low_stress,0,34,5
had a good conversation with my family today.,low_stress,0,45,8
"This month, can't handle the pain anymore. need it to stop.",crisis,2,59,11
Feeling completely hopeless. Nothing seems to matter.,crisis,2,53,7
"Yesterday, feeling anxious about the upcoming presentation.",high_stress,1,59,7
The pain is unbearable. I don't want to feel this way anymore. The pain is unbearable. I don't want to feel this way anymore.,crisis,2,125,24
I don't see a way out of this situation anymore.,crisis,2,48,10
"Lately, everyone would be happier if i wasn't around.",crisis,2,53,9
Work has been really overwhelming lately. So many deadlines. Having trouble managing my emotions lately.,high_stress,1,104,15
"Yesterday, everyone would be happier if i wasn't around.",crisis,2,56,9
Life feels meaningless. I don't want to be here.,crisis,2,48,9
Worried about my health. Need to see a doctor soon. Can't seem to focus on anything. Mind is all over the place.,high_stress,1,112,22
"Recently, completed my project on time. feeling accomplished!",low_stress,0,61,8
Thinking about suicide constantly. Can't escape these thoughts. Can't stop thinking about ending everything.,crisis,2,108,14
Feeling content with life right now.,low_stress,0,36,6
Grateful for the support from my colleagues.,low_stress,0,44,7
i can't do this anymore. the suffering is too much.,crisis,2,51,10
"This week, thinking about suicide constantly. can't escape these thoughts.",crisis,2,74,10
worried about my health. need to see a doctor soon.,high_stress,1,51,10
"Today, had a great day at work today. feeling productive and happy.",low_stress,0,67,12
"This week, feeling like there's no point in continuing.",crisis,2,55,9
"This month, enjoying my new hobby. it's very relaxing. Had a restful sleep last night. Feeling refreshed.",low_stress,0,105,17
"Lately, finished reading a great book. highly recommend it.",low_stress,0,59,9
"Recently, everyone would be happier if i wasn't around. I can't do this anymore. The suffering is too much.",crisis,2,107,19
Can't seem to focus on anything. Mind is all over the place. Had a difficult conversation today. Still feeling tense.,high_stress,1,117,20
Can't stop thinking about ending everything.,crisis,2,44,6
I don't see a way out of this situation anymore.,crisis,2,48,10
"Today, i'm going to end it all soon. made my decision.",crisis,2,54,11
I'm going to end it all soon. Made my decision.,crisis,2,47,10
"This month, feeling isolated. haven't seen friends in weeks.",high_stress,1,60,9
"Today, having trouble managing my emotions lately.",high_stress,1,50,7
"This month, had a restful sleep last night. feeling refreshed. Finished reading a great book. Highly recommend it.",low_stress,0,114,18
Feeling positive about the future.,low_stress,0,34,5
"This month, the pain is unbearable. i don't want to feel this way anymore. I'm going to end it all soon. Made my decision.",crisis,2,122,24
Excited about the weekend plans with friends. Enjoying my new hobby. It's very relaxing.,low_stress,0,88,14
feeling completely hopeless. nothing seems to matter. Life feels meaningless. I don't want to be here.,crisis,2,102,16
"This week, having trouble managing my emotions lately.",high_stress,1,54,8
"Yesterday, worried about my health. need to see a doctor soon.",high_stress,1,62,11
